,MOM_daily_200
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,-43.6745
2000-09-29,-74.6158
2000-10-31,-22.2935
2000-11-30,-23.1023
2000-12-29,-56.4077
2001-01-31,-5.0601
2001-02-28,-23.5378
2001-03-30,-25.4872
2001-04-30,-16.0721
2001-05-31,-1.6798
2001-06-29,-6.2214
2001-07-31,-11.5097
2001-08-31,-26.0264
2001-09-28,-23.8696
2001-10-31,-28.5979
2001-11-30,-25.6116
2001-12-31,-14.8692
2002-01-31,-28.4112
2002-02-28,-56.2626
2002-03-29,0
2002-04-30,-65.6777
2002-05-31,-54.7072
2002-06-28,-42.2643
2002-07-31,-45.0018
2002-08-30,-52.5712
2002-09-30,-43.1353
2002-10-31,-30.8998
2002-11-29,-22.7705
2002-12-31,-28.4112
2003-01-31,-21.1944
2003-02-28,-14.9937
2003-03-31,-11.3438
2003-04-30,1.2443
2003-05-30,9.1663
2003-06-30,7.3620
2003-07-31,8.6271
2003-08-29,2.6960
2003-09-30,3.2144
2003-10-31,-0.0207
2003-11-28,12.7125
2003-12-31,13.3761
2004-01-30,10.6387
2004-02-27,7.7353
2004-03-31,2.1982
2004-04-30,0.9540
2004-05-31,0
2004-06-30,3.1315
2004-07-30,1.8664
2004-08-31,0.7466
2004-09-30,-2.7582
2004-10-29,-4.2306
2004-11-30,0.9747
2004-12-31,5.3712
2005-01-31,2.6960
2005-02-28,1.3480
2005-03-31,0.2281
2005-04-29,-0.4977
2005-05-31,3.6914
2005-06-30,0.1037
2005-07-29,0.9540
2005-08-31,1.2262
2005-09-30,-2.5263
2005-10-31,-1.8850
2005-11-30,-0.0388
2005-12-30,-2.2019
2006-01-31,0.6611
2006-02-28,0.8667
2006-03-31,0.2975
2006-04-28,2.6103
2006-05-31,-1.7278
2006-06-30,-0.9818
2006-07-31,-1.7655
2006-08-31,-1.9594
2006-09-29,1.2642
2006-10-31,5.8862
2006-11-30,5.0240
2006-12-29,10.1750
2007-01-31,10.6577
2007-02-28,6.8298
2007-03-30,6.1903
2007-04-30,9.2274
2007-05-31,11.6641
2007-06-29,8.7687
2007-07-31,0.6156
2007-08-31,-1.6755
2007-09-28,-5.9374
2007-10-31,-9.2734
2007-11-30,-8.8204
2007-12-31,-5.9503
2008-01-31,-10.6426
2008-02-29,-11.5337
2008-03-31,-13.7431
2008-04-30,-12.5574
2008-05-30,-4.4036
2008-06-30,-8.5803
2008-07-31,-9.1665
2008-08-29,-2.3594
2008-09-30,-7.5118
2008-10-31,-11.2823
2008-11-28,-15.4124
2008-12-31,-8.8439
2009-01-30,-10.4546
2009-02-27,-17.7979
2009-03-31,-19.0955
2009-04-30,-13.9948
2009-05-29,-16.4374
2009-06-30,-12.9095
2009-07-31,-3.0091
2009-08-31,2.1109
2009-09-30,-0.4741
2009-10-30,1.8268
2009-11-30,4.0627
2009-12-31,4.5129
2010-01-29,5.6852
2010-02-26,6.1117
2010-03-31,6.4543
2010-04-30,7.6834
2010-05-31,0
2010-06-30,1.8142
2010-07-30,2.8064
2010-08-31,1.0786
2010-09-30,0.7173
2010-10-29,3.5397
2010-11-30,1.3137
2010-12-31,1.3670
2011-01-31,-0.7071
2011-02-28,6.5245
2011-03-31,2.9442
2011-04-29,6.5167
2011-05-31,5.3612
2011-06-30,4.3682
2011-07-29,3.5725
2011-08-31,1.6566
2011-09-30,-0.6278
2011-10-31,2.1223
