,MOM_daily_200
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,1.0545
2000-09-29,1.0243
2000-10-31,-0.1557
2000-11-30,-0.0757
2000-12-29,1.0730
2001-01-31,0.7963
2001-02-28,1.3578
2001-03-30,1.2181
2001-04-30,0.8433
2001-05-31,1.2583
2001-06-29,1.6552
2001-07-31,2.2798
2001-08-31,2.0355
2001-09-28,2.0080
2001-10-31,0.5771
2001-11-30,1.1932
2001-12-31,1.3034
2002-01-31,0.7131
2002-02-28,1.1931
2002-03-29,0
2002-04-30,2.1365
2002-05-31,1.3686
2002-06-28,0.4294
2002-07-31,0.0339
2002-08-30,-1.3397
2002-09-30,-2.1997
2002-10-31,-2.0027
2002-11-29,-1.6078
2002-12-31,-1.9633
2003-01-31,-1.7615
2003-02-28,-1.1365
2003-03-31,-0.3001
2003-04-30,-0.0091
2003-05-30,2.7382
2003-06-30,2.3603
2003-07-31,3.6835
2003-08-29,2.2279
2003-09-30,1.7208
2003-10-31,1.7998
2003-11-28,2.8418
2003-12-31,2.6642
2004-01-30,3.6347
2004-02-27,3.7011
2004-03-31,2.8336
2004-04-30,0.1622
2004-05-31,0
2004-06-30,1.6783
2004-07-30,2.1824
2004-08-31,2.5342
2004-09-30,1.7329
2004-10-29,0.6726
2004-11-30,0.4101
2004-12-31,0.8837
2005-01-31,2.9608
2005-02-28,4.1429
2005-03-31,2.4888
2005-04-29,2.0758
2005-05-31,2.6200
2005-06-30,2.6000
2005-07-29,3.3235
2005-08-31,3.4832
2005-09-30,2.6196
2005-10-31,2.9445
2005-11-30,2.3635
2005-12-30,2.1362
2006-01-31,2.7255
2006-02-28,1.9747
2006-03-31,1.0561
2006-04-28,0.1080
2006-05-31,-0.5091
2006-06-30,-0.5467
2006-07-31,0.9391
2006-08-31,1.1696
2006-09-29,1.9705
2006-10-31,4.5611
2006-11-30,5.5258
2006-12-29,5.8865
2007-01-31,7.6401
2007-02-28,6.2259
2007-03-30,6.4581
2007-04-30,7.9439
2007-05-31,6.3417
2007-06-29,3.2614
2007-07-31,-0.3891
2007-08-31,0.1857
2007-09-28,0.4219
2007-10-31,-0.3564
2007-11-30,-3.5151
2007-12-31,-4.0431
2008-01-31,-4.3988
2008-02-29,-3.2476
2008-03-31,-3.7761
2008-04-30,-5.5376
2008-05-30,-2.5810
2008-06-30,-6.5057
2008-07-31,-11.1001
2008-08-29,-8.3552
2008-09-30,-4.8857
2008-10-31,-6.8989
2008-11-28,-15.1426
2008-12-31,-16.5788
2009-01-30,-15.4040
2009-02-27,-16.0124
2009-03-31,-14.7139
2009-04-30,-7.8831
2009-05-29,-10.5101
2009-06-30,-9.5639
2009-07-31,-6.1353
2009-08-31,-0.9302
2009-09-30,1.4825
2009-10-30,0.1577
2009-11-30,1.6676
2009-12-31,1.7896
2010-01-29,2.2083
2010-02-26,2.3546
2010-03-31,2.6595
2010-04-30,3.8557
2010-05-31,0
2010-06-30,2.1800
2010-07-30,2.0700
2010-08-31,2.3100
2010-09-30,2.8800
2010-10-29,3.0300
2010-11-30,3.6500
2010-12-31,2.7700
2011-01-31,2.8400
2011-02-28,3.4500
2011-03-31,4.1200
2011-04-29,5.1200
2011-05-31,5.0200
2011-06-30,4.0705
2011-07-29,3.3500
2011-08-31,1.5100
2011-09-30,-0.8800
2011-10-31,-0.6400
2011-11-30,-1.7500
2011-12-30,-1.9100
