,MOM_daily_200
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,1.3275
2000-09-29,0.1081
2000-10-31,0.0822
2000-11-30,1.6475
2000-12-29,2.8928
2001-01-31,0.6745
2001-02-28,0.1427
2001-03-30,1.9718
2001-04-30,0.7567
2001-05-31,0.4886
2001-06-29,1.6907
2001-07-31,3.1998
2001-08-31,2.2312
2001-09-28,0.3027
2001-10-31,0.0303
2001-11-30,0.7351
2001-12-31,0.5232
2002-01-31,-0.4756
2002-02-28,-0.1989
2002-03-29,0
2002-04-30,-0.1946
2002-05-31,0.5664
2002-06-28,-0.3805
2002-07-31,0.0822
2002-08-30,1.5567
2002-09-30,0.4281
2002-10-31,0.4497
2002-11-29,1.8161
2002-12-31,1.5739
2003-01-31,0.5881
2003-02-28,-0.6832
2003-03-31,-0.5708
2003-04-30,1.3015
2003-05-30,1.6215
2003-06-30,1.4572
2003-07-31,1.9328
2003-08-29,1.3621
2003-09-30,0.9515
2003-10-31,1.0647
2003-11-28,2.6887
2003-12-31,2.5809
2004-01-30,1.8054
2004-02-27,1.9985
2004-03-31,1.3346
2004-04-30,2.1444
2004-05-31,0
2004-06-30,3.0403
2004-07-30,2.3503
2004-08-31,1.8412
2004-09-30,1.9697
2004-10-29,2.3518
2004-11-30,2.4848
2004-12-31,3.0143
2005-01-31,2.4195
2005-02-28,1.7302
2005-03-31,2.2270
2005-04-29,2.6165
2005-05-31,3.6597
2005-06-30,3.7195
2005-07-29,3.1045
2005-08-31,2.5127
2005-09-30,0.8007
2005-10-31,1.4471
2005-11-30,2.4919
2005-12-30,2.3593
2006-01-31,2.2642
2006-02-28,1.8940
2006-03-31,3.0390
2006-04-28,3.6177
2006-05-31,2.2865
2006-06-30,2.1431
2006-07-31,2.8650
2006-08-31,1.5512
2006-09-29,1.6652
2006-10-31,1.5326
2006-11-30,1.1555
2006-12-29,0.0943
2007-01-31,0.0955
2007-02-28,0.2329
2007-03-30,1.2488
2007-04-30,0.9748
2007-05-31,3.0044
2007-06-29,3.9389
2007-07-31,3.2068
2007-08-31,1.9866
2007-09-28,3.7440
2007-10-31,4.1542
2007-11-30,3.1445
2007-12-31,3.3483
2008-01-31,1.3460
2008-02-29,1.7671
2008-03-31,-0.5203
2008-04-30,0.3935
2008-05-30,2.2748
2008-06-30,-0.5864
2008-07-31,-0.6233
2008-08-29,-0.1787
2008-09-30,-0.9393
2008-10-31,-3.6877
2008-11-28,-4.8252
2008-12-31,-3.0367
2009-01-30,-2.9551
2009-02-27,-8.5975
2009-03-31,-11.2397
2009-04-30,-6.1762
2009-05-29,-7.8161
2009-06-30,-6.4813
2009-07-31,2.4697
2009-08-31,1.2818
2009-09-30,2.5775
2009-10-30,1.4161
2009-11-30,3.4393
2009-12-31,8.3269
2010-01-29,5.5788
2010-02-26,4.1356
2010-03-31,5.0418
2010-04-30,4.3285
2010-05-31,0
2010-06-30,2.7793
2010-07-30,4.2318
2010-08-31,2.1570
2010-09-30,1.3012
2010-10-29,0.8623
2010-11-30,1.2269
2010-12-31,1.3202
2011-01-31,0.7905
2011-02-28,0.0713
2011-03-31,-0.3408
2011-04-29,1.1240
2011-05-31,2.0438
2011-06-30,0.6178
2011-07-29,-1.6911
2011-08-31,1.9705
2011-09-30,-0.8500
2011-10-31,-0.5944
2011-11-30,-1.3633
2011-12-30,-0.4476
2012-01-31,0.0510
