,Monthly Return ($)
2000-01-01,-0.4636712328767123
2000-02-01,0.014098896608091716
2000-03-01,0.05903687285915771
2000-04-01,0.028538812785388057
2000-05-01,-0.4091749907510174
2000-06-01,0.0331872260488415
2000-07-01,-0.013333333333333308
2000-08-01,0.057739557739557634
2000-09-01,0.014518002322880363
2000-10-01,0.048368631940469475
2000-11-01,-0.10920010920010914
2000-12-01,0.22402696904688923
2001-01-01,0.15798698047070614
2001-02-01,-0.0972972972972973
2001-03-01,-0.05988023952095811
2001-04-01,-0.11006369426751594
2001-05-01,0.11394217005439433
2001-06-01,0.055769725006425075
2001-07-01,0.047955209347614325
2001-08-01,-0.13101045296167246
2001-09-01,-0.04945201817695788
2001-10-01,0.06383577052868383
2001-11-01,0.0806238435104416
2001-12-01,0.08561643835616439
2002-01-01,0.03650292924740861
2002-02-01,-0.10304347826086957
2002-03-01,-0.034900630150266565
2002-04-01,0.00954294324460081
2002-05-01,-0.023134328358208944
2002-06-01,-0.01655207537560488
2002-07-01,-0.09709994821336099
2002-08-01,-0.041869802122168065
2002-09-01,-0.0311284046692607
2002-10-01,0.046339202965709037
2002-11-01,-0.046353705343962215
2002-12-01,-0.13126934984520122
2003-01-01,0.02886671418389164
2003-02-01,0.05715275372358852
2003-03-01,-0.016055045871559592
2003-04-01,0.15251415251415246
2003-05-01,0.07627853221612257
2003-06-01,-0.01744966442953011
2003-07-01,0.010655737704918122
2003-08-01,-0.12814274128142744
2003-09-01,-0.03410852713178303
2003-10-01,0.1380417335473516
2003-11-01,0.01043723554301823
2003-12-01,0.037967615857062986
2004-01-01,-0.0064550833781603645
2004-02-01,0.0519761775852734
2004-03-01,-0.03216675244467315
2004-04-01,-0.0029247540547726603
2004-05-01,0.010666666666666602
2004-06-01,0.08654353562005279
2004-07-01,-0.011413307430791608
2004-08-01,0.011299435028248705
2004-09-01,0.008258440612096019
2004-10-01,0.15490243314863883
2004-11-01,0.013767209011264159
2004-12-01,-0.003909465020576208
2005-01-01,-0.023548853542656345
2005-02-01,-0.014385445314152756
2005-03-01,-0.05172783859197261
2005-04-01,-0.08035310095065629
2005-05-01,0.11690868816145694
2005-06-01,-0.014323490524460247
2005-07-01,0.027721886876816537
2005-08-01,-0.05590602566891456
2005-09-01,-0.0071428571428570065
2005-10-01,0.12253423067997193
2005-11-01,0.03266487492247272
2005-12-01,-0.00960960960960966
2006-01-01,0.008489993935718587
2006-02-01,0.026057326117458368
2006-03-01,0.05801914436413358
2006-04-01,0.004985228951255527
2006-05-01,-0.027558331802314928
2006-06-01,0.07935008501794827
2006-07-01,-0.0764922107474183
2006-08-01,-0.11315390447308571
2006-09-01,0.06176533447317811
2006-10-01,0.0744766505636072
2006-11-01,-0.020232296740352318
2006-12-01,0.010898661567877665
2007-01-01,0.06222810667675427
2007-02-01,-0.004807692307692291
2007-03-01,-0.03667919126856323
2007-04-01,-0.005014858841010494
2007-05-01,0.054134776927384776
2007-06-01,0.03630246148397376
2007-07-01,0.021872863978126933
2007-08-01,0.03260869565217406
2007-09-01,-0.006153846153846176
2007-10-01,0.09597523219814263
2007-11-01,0.0020814748736246447
2007-12-01,0.0350148367952523
2008-01-01,-0.02608944954128456
2008-02-01,-0.08860759493670878
2008-03-01,0.04925710594315236
2008-04-01,0.09665999692165617
2008-05-01,0.0009824561403508625
2008-06-01,-0.016545148625911277
2008-07-01,-0.10635871114913031
2008-08-01,0.06987874920229742
2008-09-01,-0.03176260065612879
2008-10-01,-0.12197751424611136
2008-11-01,-0.09717593404665847
2008-12-01,0.020011657276083117
2009-01-01,-0.14228571428571424
2009-02-01,-0.05973795247612701
2009-03-01,0.09400094473311271
2009-04-01,0.04922279792746109
2009-05-01,-0.0016460905349794386
2009-06-01,-0.05647155812036275
2009-07-01,0.0812581913499344
2009-08-01,0.02989898989898987
2009-09-01,0.10592389172224403
2009-10-01,0.008336289464349056
2009-11-01,0.053825857519788745
2009-12-01,-0.012351861125020736
2010-01-01,-0.029406793983437596
2010-02-01,0.06164025770503212
2010-03-01,-0.02066590126291612
2010-04-01,-0.010550996483001174
2010-05-01,-0.014048747461069655
2010-06-01,-0.0587124463519314
2010-07-01,0.03428779865037401
2010-08-01,-0.0037030506083582937
2010-09-01,0.14141592920353974
2010-10-01,-0.02667080167467817
2010-11-01,0.0771068981997769
2010-12-01,0.06803727259281156
2011-01-01,-0.005123944052070173
2011-02-01,0.041063474387527776
2011-03-01,-0.019655034095467427
2011-04-01,0.10324604473540644
2011-05-01,0.019656323402151177
2011-06-01,-0.0150339476236665
2011-07-01,-0.036804529788281526
2011-08-01,0.0037060702875399976
2011-09-01,0.045709192768016216
2011-10-01,0.013636917082673783
2011-11-01,0.02462462462462467
2011-12-01,-0.023212192262602627
2012-01-01,-0.012602016322611598
2012-02-01,0.046067825452777544
2012-03-01,0.05507785266093412
2012-04-01,-0.02885462555066065
2012-05-01,-0.020299387616239617
2012-06-01,0.09966431299918965
2012-07-01,0.01242105263157911
2012-08-01,0.017571220627989215
2012-09-01,0.023398385613568884
2012-10-01,-0.017272364217252312
2012-11-01,0.055775678146906316
2012-12-01,-0.04994226327944573
2013-01-01,0.036564367466828784
2013-02-01,-0.010259917920656614
2013-03-01,0.047586138809359246
2013-04-01,0.02186410328903965
2013-05-01,0.01107627040486947
2013-06-01,0.008565095639007092
2013-07-01,0.06195170480238765
2013-08-01,-0.047266223811957
2013-09-01,0.029498525073746285
2013-10-01,0.024572371277242322
2013-11-01,0.06296610169491523
2013-12-01,-0.051104201546679495
2014-01-01,-0.05595698201982857
