,Monthly Return ($)
2000-01-01,-0.11520737327188946
2000-02-01,-0.0792410714285714
2000-03-01,0.101010101010101
2000-04-01,0.14678899082568808
2000-05-01,0.0460799999999999
2000-06-01,-0.034873049862343186
2000-07-01,0.045958795562599075
2000-08-01,-0.07939393939393946
2000-09-01,-0.08031599736668849
2000-10-01,0.15425912670007147
2000-11-01,0.0018604651162792418
2000-12-01,0.02537913958526783
2001-01-01,-0.08421370359191072
2001-02-01,0.052406064601186575
2001-03-01,-0.09238960225493265
2001-04-01,0.08350586611456179
2001-05-01,0.030254777070063854
2001-06-01,0.051004636785162205
2001-07-01,-0.047941176470588265
2001-08-01,0.10596231078158791
2001-09-01,-0.22765363128491622
2001-10-01,0.05244122965641962
2001-11-01,0.044673539518900185
2001-12-01,0.13486842105263164
2002-01-01,-0.01449275362318836
2002-02-01,0.05294117647058805
2002-03-01,0.033519553072625774
2002-04-01,-0.028108108108108043
2002-05-01,0.053948832035594974
2002-06-01,-0.11609498680738783
2002-07-01,-0.07014925373134329
2002-08-01,0.0
2002-09-01,-0.0834670947030497
2002-10-01,0.05218914185639223
2002-11-01,0.1301597869507325
2002-12-01,-0.03681885125184092
2003-01-01,-0.10825688073394502
2003-02-01,-0.04938271604938271
2003-03-01,0.046176046176046315
2003-04-01,0.09827586206896566
2003-05-01,0.08288854003139723
2003-06-01,0.050739344737605
2003-07-01,0.020971302428256067
2003-08-01,0.04810810810810806
2003-09-01,-0.06034038164002076
2003-10-01,0.020307354555433754
2003-11-01,0.061861215707369466
2003-12-01,0.05344478216818649
2004-01-01,0.002644866554460279
2004-02-01,0.021582733812949506
2004-03-01,0.020657276995305063
2004-04-01,0.08670653173873055
2004-05-01,0.00952380952380949
2004-06-01,-0.27987421383647804
2004-07-01,-0.06579330422125174
2004-08-01,-0.04269242754752278
2004-09-01,0.10546875
2004-10-01,0.08657243816254412
2004-11-01,0.08401084010840121
2004-12-01,0.012499999999999956
2005-01-01,-0.04814814814814827
2005-02-01,0.024643320363164856
2005-03-01,0.021518987341772267
2005-04-01,-0.07682775712515488
2005-05-01,0.031140939597315453
2005-06-01,0.005206977349648589
2005-07-01,0.13131313131313127
2005-08-01,-0.004120879120879106
2005-09-01,-0.021839080459770233
2005-10-01,-0.059459459459459296
2005-11-01,0.10294852573713142
2005-12-01,-0.068645219755324
2006-01-01,0.11894916078812945
2006-02-01,0.02717391304347827
2006-03-01,0.10412698412698407
2006-04-01,-0.026260302856047635
2006-05-01,-0.04822834645669283
2006-06-01,-0.0237849017580144
2006-07-01,-0.07944915254237284
2006-08-01,-0.03360184119677789
2006-09-01,0.025244105739461675
2006-10-01,0.08943089430894302
2006-11-01,0.022388059701492713
2006-12-01,-0.011261730969760242
2007-01-01,0.0947057582788442
2007-02-01,0.002119460500963344
2007-03-01,-0.021726591040184484
2007-04-01,0.03125
2007-05-01,-0.2814941871545644
2007-06-01,0.022281167108753275
2007-07-01,-0.060456668396471125
2007-08-01,0.06241369787351547
2007-09-01,-0.054068105016896295
2007-10-01,-0.026655674635888915
2007-11-01,0.007905138339920903
2007-12-01,0.012044817927170826
2008-01-01,-0.1356213672848049
2008-02-01,-0.03426192763368552
2008-03-01,0.017572944297082227
2008-04-01,0.19550342130987275
2008-05-01,0.05859907331698033
2008-06-01,-0.051493305870236816
2008-07-01,0.02687296416938101
2008-08-01,-0.02008987575997878
2008-09-01,-0.16320474777448069
2008-10-01,-0.2527401676337847
2008-11-01,-0.007765314926660882
2008-12-01,0.050000000000000044
2009-01-01,-0.06376811594202891
2009-02-01,-0.1455108359133127
2009-03-01,0.13198757763975166
2009-04-01,0.15454961133973466
2009-05-01,-0.0752475247524752
2009-06-01,0.052248394004282606
2009-07-01,0.11029711029711042
2009-08-01,-0.030791788856304958
2009-09-01,0.057110438729198076
2009-10-01,0.017173524150268404
2009-11-01,0.042208934224410743
2009-12-01,0.0512993587580155
2010-01-01,-0.09406099518459066
2010-02-01,0.09851169383416014
2010-03-01,0.06774193548387109
2010-04-01,0.015105740181268867
2010-05-01,-0.09107142857142858
2010-06-01,-0.064505566470203
2010-07-01,0.1260063003150158
2010-08-01,-0.07398197078023006
2010-09-01,0.19201074185968436
2010-10-01,0.016051816389749396
2010-11-01,0.038525498891352594
2010-12-01,0.044035228182546016
2011-01-01,0.013803680981595123
2011-02-01,0.0398386283408978
2011-03-01,0.05843840931134814
2011-04-01,0.07491408934707922
2011-05-01,-0.03367433930093777
2011-06-01,0.011248345831495365
2011-07-01,-0.09531079607415494
2011-08-01,-0.10366441658630654
2011-09-01,-0.16191500806885417
2011-10-01,0.137676508344031
2011-11-01,0.02849083215796888
2011-12-01,0.017827756445419674
2012-01-01,0.09188897871193769
2012-02-01,0.03158933859822288
2012-03-01,0.007894736842105399
2012-04-01,0.028008544979824412
2012-05-01,-0.08265989378896343
2012-06-01,-0.018877422602567306
2012-07-01,-0.021292970754232865
2012-08-01,0.04482306684141557
2012-09-01,0.047917711991972034
2012-10-01,0.01819487670576958
2012-11-01,0.056901011051022854
2012-12-01,0.03515016685205774
2013-01-01,0.0722114764667956
2013-02-01,0.020845860893966783
2013-03-01,0.048890634203809125
2013-04-01,-0.02602021714713587
2013-05-01,0.05804343647895438
2013-06-01,-0.022524977293369552
2013-07-01,0.10853001300873433
2013-08-01,-0.004694048616932123
2013-09-01,0.09903991915108645
2013-10-01,0.05977011494252893
2013-11-01,0.03152566883586405
2013-12-01,0.03532875368007837
2014-01-01,-0.024915368991198283
2014-02-01,0.04249409804193838
2014-03-01,-0.02903956307446376
