,Monthly Return ($)
2000-01-01,0.09864053114132165
2000-02-01,-0.1312230215827338
2000-03-01,-0.03312355084465057
2000-04-01,0.11784857828023299
2000-05-01,0.05363162733680671
2000-06-01,-0.11111111111111116
2000-07-01,0.030759162303664933
2000-08-01,0.10317460317460325
2000-09-01,0.10129496402877702
2000-10-01,-0.05591847400052263
2000-11-01,0.05009687240520333
2000-12-01,0.026357406431207098
2001-01-01,-0.093733949666153
2001-02-01,0.021252479455936557
2001-03-01,0.10432852386237501
2001-04-01,0.05326633165829153
2001-05-01,0.06679389312977091
2001-06-01,0.03846153846153855
2001-07-01,-0.09022394487510765
2001-08-01,0.024615384615384706
2001-09-01,-0.005544005544005581
2001-10-01,-0.031591173054587696
2001-11-01,-0.009354761333653205
2001-12-01,0.015496368038740993
2002-01-01,-0.022412970910824948
2002-02-01,0.0102439024390244
2002-03-01,0.09850313858039583
2002-04-01,-0.003516483516483482
2002-05-01,0.03220114689016307
2002-06-01,-0.0461538461538461
2002-07-01,-0.08243727598566308
2002-08-01,0.047607421875
2002-09-01,-0.05150314611978546
2002-10-01,0.10786240786240797
2002-11-01,-0.016855178531825388
2002-12-01,0.04669524024362737
2003-01-01,-0.096551724137931
2003-02-01,-0.011450381679389388
2003-03-01,-0.06732625482625476
2003-04-01,0.04320827943078909
2003-05-01,0.07465277777777768
2003-06-01,-0.10823909531502418
2003-07-01,-0.07582815734989645
2003-08-01,-0.02240268832259884
2003-09-01,0.05671727298768281
2003-10-01,-0.0002710761724044053
2003-11-01,0.022505422993492452
2003-12-01,0.044815698753646105
2004-01-01,-0.0076142131979695105
2004-02-01,0.034782608695652195
2004-03-01,0.017053880375679675
2004-04-01,-0.05176184690157948
2004-05-01,0.030497180932854917
2004-06-01,0.008206913703058927
2004-07-01,-0.009126788357178062
2004-08-01,0.02862832959920336
2004-09-01,0.021055179090029075
2004-10-01,0.012325195543967826
2004-11-01,0.027394052915008293
2004-12-01,-0.017092069279854183
2005-01-01,0.015766287966612502
2005-02-01,0.00935859392832672
2005-03-01,0.028493894165535938
2005-04-01,0.010334212840809265
2005-05-01,0.03460282916213275
2005-06-01,-0.016196886832141266
2005-07-01,0.004917682274962587
2005-08-01,-0.026170212765957435
2005-09-01,0.0019663535066636317
2005-10-01,-0.0580026166593981
2005-11-01,0.010185185185185075
2005-12-01,-0.010311640696608726
2006-01-01,-0.022921972678860758
2006-02-01,0.026066350710900243
2006-03-01,-0.07413394919168581
2006-04-01,0.017211274632077833
2006-05-01,-0.008827856792545385
2006-06-01,0.007916872835230127
2006-07-01,0.038782523318605655
2006-08-01,-0.013705103969754218
2006-09-01,-0.005510301868711154
2006-10-01,0.09443507588532896
2006-11-01,0.03653973145498579
2006-12-01,0.028031429178169365
2007-01-01,-0.04214005370791163
2007-02-01,-0.001509596722018558
2007-03-01,0.03455723542116629
2007-04-01,0.056158663883089766
2007-05-01,0.04526586281873879
2007-06-01,-0.08812405446293503
2007-07-01,-0.03815844048112804
2007-08-01,0.030832255282449372
2007-09-01,0.013177159590043841
2007-10-01,0.023947151114781295
2007-11-01,-0.011088709677419484
2007-12-01,-0.10377166156982665
2008-01-01,-0.030254777070063632
2008-02-01,-0.06615059817030255
2008-03-01,-0.02310977141421755
2008-04-01,0.0365132424787864
2008-05-01,0.0974944182584967
2008-06-01,-0.04068716094032554
2008-07-01,-0.034401508011310145
2008-08-01,0.028794533918984788
2008-09-01,-0.048387096774193505
2008-10-01,-0.12013958125623136
2008-11-01,0.05354107648725215
2008-12-01,-0.04087120193600424
2009-01-01,-0.03280067283431465
2009-02-01,-0.22405797101449276
2009-03-01,0.03474038102353383
2009-04-01,0.0675090252707582
2009-05-01,0.02299628001352727
2009-06-01,0.05785123966942152
2009-07-01,0.07687500000000003
2009-08-01,0.009286128845037656
2009-09-01,0.01035077630822312
2009-10-01,0.05236198064883313
2009-11-01,0.08464034613304494
2009-12-01,0.08676140613313388
2010-01-01,-0.03555861436109209
2010-02-01,0.032825880114176975
2010-03-01,0.027176416397973302
2010-04-01,0.08004484304932746
2010-05-01,-0.05522109196595404
2010-06-01,0.00219731927049005
2010-07-01,0.012058759044069278
2010-08-01,0.014948006932409053
2010-09-01,-0.019637139807897608
2010-10-01,0.01807097757456999
2010-11-01,-0.047262617621899095
2010-12-01,0.01728395061728394
2011-01-01,0.020741394527802326
2011-02-01,0.017725897103328947
2011-03-01,0.03993203058623629
2011-04-01,0.032066993464052285
2011-05-01,0.021571343756184413
2011-06-01,-0.03099573808601308
2011-07-01,-0.0035985605757696826
2011-08-01,0.014446227929374
2011-09-01,-0.030458860759493667
2011-10-01,0.06303549571603417
2011-11-01,0.010362694300518172
2011-12-01,0.03418803418803429
2012-01-01,-0.02277318640955006
2012-02-01,0.01465889870325121
2012-03-01,0.019262826449342407
2012-04-01,0.024532073414501143
2012-05-01,0.0079815537424619
2012-06-01,0.04399084990322022
2012-07-01,0.034383954154727725
2012-08-01,-0.04839498126120256
2012-09-01,0.02636986301369859
2012-10-01,0.03603603603603611
2012-11-01,-0.02447665056360715
2012-12-01,-0.008748761967646068
2013-01-01,0.05428809325562045
2013-02-01,0.05512557257937134
2013-03-01,0.023053892215568972
2013-04-01,0.06643254316652025
2013-05-01,-0.0860318331503841
2013-06-01,0.00600510433868795
2013-07-01,0.05506640799880613
2013-08-01,-0.05417256011315419
2013-09-01,-0.01330940631075217
2013-10-01,0.04789330100030309
2013-11-01,-0.034712178189181486
2013-12-01,-0.005244231345519879
2014-01-01,0.027564392227745094
2014-02-01,0.0518909410729993
