,Monthly Return ($)
2000-01-01,-0.003753970545769647
2000-02-01,-0.021739130434782594
2000-03-01,0.08533333333333348
2000-04-01,0.06825006825006819
2000-05-01,0.01737797086634285
2000-06-01,0.04797789500125593
2000-07-01,0.12967401725791006
2000-08-01,-0.05177169531084247
2000-09-01,0.06712911165808899
2000-10-01,-0.036695323967288695
2000-11-01,0.01893774488463218
2000-12-01,0.07092501602221746
2001-01-01,-0.03072012766806298
2001-02-01,-0.02263840296357278
2001-03-01,-0.035375868603916616
2001-04-01,-0.008950010914647533
2001-05-01,0.020484581497797416
2001-06-01,0.009065400388517109
2001-07-01,0.02352941176470602
2001-08-01,0.05517241379310356
2001-09-01,-0.05426817191523081
2001-10-01,-0.049214659685863915
2001-11-01,0.06497797356828205
2001-12-01,-0.021509824198552185
2002-01-01,-0.049883745508349175
2002-02-01,0.026473859844271308
2002-03-01,0.07932379713914162
2002-04-01,-0.04277108433734933
2002-05-01,-0.006503041745332561
2002-06-01,-0.013935810810810745
2002-07-01,-0.03747323340471087
2002-08-01,0.006674082313681717
2002-09-01,-0.07624309392265205
2002-10-01,-0.09808612440191378
2002-11-01,0.05039787798408479
2002-12-01,-0.011616161616161635
2003-01-01,-0.05978538579458359
2003-02-01,-0.0024456521739129045
2003-03-01,0.005175701443748126
2003-04-01,0.08102981029810308
2003-05-01,0.051140636751065394
2003-06-01,0.016932983544001967
2003-07-01,0.10178236397748575
2003-08-01,-0.012345679012345623
2003-09-01,0.008620689655172376
2003-10-01,-0.02414529914529906
2003-11-01,0.04663893146485654
2003-12-01,0.0
2004-01-01,0.027196652719665426
2004-02-01,0.026069246435845184
2004-03-01,0.06351726875744323
2004-04-01,-0.07372153788727132
2004-05-01,0.09711867821881937
2004-06-01,0.0380165289256198
2004-07-01,0.02972399150743099
2004-08-01,0.03780068728522323
2004-09-01,-0.00298013245033113
2004-10-01,0.08718033875788778
2004-11-01,0.085993584848022
2004-12-01,0.05907172995780585
2005-01-01,-0.11128818061088974
2005-02-01,0.03855349671249253
2005-03-01,-0.03755395683453233
2005-04-01,0.07639407983256086
2005-05-01,0.039861111111111125
2005-06-01,0.07920395351943355
2005-07-01,0.08366336633663374
2005-08-01,-0.04020100502512558
2005-09-01,0.019752498810090335
2005-10-01,0.0064177362893815815
2005-11-01,0.06028985507246376
2005-12-01,-0.024056861673045438
2006-01-01,0.11462184873949588
2006-02-01,0.035383996783272975
2006-03-01,0.059223300970873805
2006-04-01,-0.012832263978001746
2006-05-01,-0.012999071494893322
2006-06-01,0.04063969896519293
2006-07-01,0.05695172663171211
2006-08-01,0.03489565514881976
2006-09-01,-0.0049586776859503745
2006-10-01,0.08853820598006634
2006-11-01,0.015412788036014202
2006-12-01,-0.022768259693417447
2007-01-01,0.14079200307574014
2007-02-01,-0.07421137772984643
2007-03-01,-0.0535129231889333
2007-04-01,-0.05953846153846154
2007-05-01,0.06649762800588888
2007-06-01,-0.08827364061661169
2007-07-01,-0.09177321668909821
2007-08-01,0.059368343058257
2007-09-01,0.03217345689805917
2007-10-01,0.03887853633745553
2007-11-01,-0.18923766816143506
2007-12-01,-0.05329847144006439
2008-01-01,-0.003824091778202643
2008-02-01,-0.014395393474088247
2008-03-01,0.044249702477550557
2008-04-01,0.0334645669291338
2008-05-01,0.014536340852130403
2008-06-01,-0.11897233201581037
2008-07-01,0.11832660385823246
2008-08-01,0.0029084344599339396
2008-09-01,-0.015800000000000036
2008-10-01,-0.2783986994513311
2008-11-01,-0.14573359617009285
2008-12-01,-0.0014834349761002619
2009-01-01,-0.14476724991746448
2009-02-01,-0.18123914302258248
2009-03-01,0.10938236680810931
2009-04-01,0.20718232044198892
2009-05-01,0.08220383735257863
2009-06-01,-0.09011060507482105
2009-07-01,0.040400429031104856
2009-08-01,0.10704467353951896
2009-09-01,0.12882197733974854
2009-10-01,-0.05431046335762413
2009-11-01,0.050305321314335405
2009-12-01,0.1366279069767442
2010-01-01,-0.06698331506515653
2010-02-01,0.0627855371361441
2010-03-01,0.06055023335789733
2010-04-01,0.20486392588303426
2010-05-01,-0.05747789311803153
2010-06-01,-0.04782786049357535
2010-07-01,0.12552211631144905
2010-08-01,0.001237034922447311
2010-09-01,-0.012260026610910413
2010-10-01,0.02290002886558251
2010-11-01,0.03781394036308905
2010-12-01,0.020121453820357127
2011-01-01,0.030031097290093456
2011-02-01,0.04399206417665824
2011-03-01,-0.00784929356357933
2011-04-01,0.05438041305796126
2011-05-01,0.05102282600110564
2011-06-01,-0.035094311264747824
2011-07-01,0.045093457943925275
2011-08-01,0.016320143080706506
2011-09-01,-0.16373368529109844
2011-10-01,0.17220517316966233
2011-11-01,-0.06612312065225523
2011-12-01,0.046055266319583454
2012-01-01,0.04142419601837677
2012-02-01,-0.046614219542680746
2012-03-01,0.09007480527492873
2012-04-01,0.02865228157056965
2012-05-01,-0.038858321870701595
2012-06-01,0.012379248658318298
2012-07-01,0.03965224766751496
2012-08-01,-0.037867971989938076
2012-09-01,-0.03907574901074051
2012-10-01,-0.003161997205676892
2012-11-01,-0.027810563588079207
2012-12-01,0.02883375066393512
2013-01-01,-0.042776015930378386
2013-02-01,-0.03821557901225048
2013-03-01,0.014740046463189937
2013-04-01,0.05028815031183376
2013-05-01,-0.002856283824413719
2013-06-01,0.016960651289009476
2013-07-01,0.0031873100585575465
2013-08-01,-0.0845278557706517
2013-09-01,0.025746569814366405
2013-10-01,-0.016051616964355975
2013-11-01,-0.05189924030387838
2013-12-01,-0.0027834008097166185
2014-01-01,0.04457413516028086
