,ROC_daily_20
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,0
2000-09-29,0
2000-10-31,0
2000-11-30,0
2000-12-29,0
2001-01-31,0
2001-02-28,0
2001-03-30,0
2001-04-30,0
2001-05-31,0
2001-06-29,0
2001-07-31,0
2001-08-31,0
2001-09-28,0
2001-10-31,0
2001-11-30,0
2001-12-31,0
2002-01-31,0
2002-02-28,0
2002-03-29,0
2002-04-30,10.2082
2002-05-31,-5.1192
2002-06-28,-16.1240
2002-07-31,-8.3148
2002-08-30,10.3066
2002-09-30,-27.3745
2002-10-31,2.6694
2002-11-29,-7.4500
2002-12-31,9.2134
2003-01-31,-2.2510
2003-02-28,6.4677
2003-03-31,-12.6947
2003-04-30,5.4504
2003-05-30,38.2418
2003-06-30,6.5089
2003-07-31,-8.5339
2003-08-29,-9.4859
2003-09-30,-0.9901
2003-10-31,4.3315
2003-11-28,-7.9681
2003-12-31,10.2183
2004-01-30,3.5658
2004-02-27,9.3882
2004-03-31,-6.2393
2004-04-30,-4.8931
2004-05-31,0
2004-06-30,6.6001
2004-07-30,-1.5334
2004-08-31,1.8152
2004-09-30,-0.4493
2004-10-29,9.5547
2004-11-30,6.3291
2004-12-31,-1.4971
2005-01-31,8.4283
2005-02-28,4.7680
2005-03-31,0.8839
2005-04-29,-2.1131
2005-05-31,-6.0673
2005-06-30,9.1386
2005-07-29,16.8367
2005-08-31,-1.2027
2005-09-30,1.9815
2005-10-31,1.5297
2005-11-30,-2.8716
2005-12-30,8.3498
2006-01-31,4.8420
2006-02-28,4.4195
2006-03-31,-2.9961
2006-04-28,7.4890
2006-05-31,-9.3677
2006-06-30,7.7165
2006-07-31,10.5162
2006-08-31,-2.8668
2006-09-29,-3.2658
2006-10-31,4.8794
2006-11-30,7.8692
2006-12-29,3.7678
2007-01-31,5.9023
2007-02-28,4.7550
2007-03-30,6.4480
2007-04-30,1.2168
2007-05-31,1.9271
2007-06-29,-1.9416
2007-07-31,-4.4142
2007-08-31,2.5738
2007-09-28,9.9038
2007-10-31,0.1986
2007-11-30,4.5855
2007-12-31,-4.1034
2008-01-31,-3.9742
2008-02-29,-8.0820
2008-03-31,-4.0377
2008-04-30,-9.9671
2008-05-30,12.3413
2008-06-30,-4.4091
2008-07-31,-1.6703
2008-08-29,8.4573
2008-09-30,-3.1446
2008-10-31,-1.4514
2008-11-28,-6.1927
2008-12-31,-8.2696
2009-01-30,5.5191
2009-02-27,-3.7296
2009-03-31,10.6848
2009-04-30,3.1367
2009-05-29,9.7005
2009-06-30,-2.2783
2009-07-31,8.0780
2009-08-31,0.4478
2009-09-30,2.3980
2009-10-30,4.1683
2009-11-30,1.5148
2009-12-31,1.9441
2010-01-29,-6.1143
2010-02-26,-3.3304
2010-03-31,1.3197
2010-04-30,3.4178
2010-05-31,0
2010-06-30,-0.8267
2010-07-30,5.9625
2010-08-31,1.7717
2010-09-30,2.6982
2010-10-29,6.6350
2010-11-30,-5.6412
2010-12-31,0.3915
2011-01-31,-8.3110
2011-02-28,4.5719
2011-03-31,22.9585
2011-04-29,12.0935
2011-05-31,8.6824
2011-06-30,-2.1305
2011-07-29,-2.4341
2011-08-31,5.3776
2011-09-30,-0.8953
2011-10-31,-2.0274
2011-11-30,4.5027
2011-12-30,1.4957
2012-01-31,-5.7982
2012-02-29,23.5195
2012-03-30,0.5045
2012-04-30,4.4872
