,ROC_daily_20
2000-01-31,1.1649
2000-02-29,-3.7576
2000-03-31,-3.3340
2000-04-28,26.6032
2000-05-31,0.3047
2000-06-30,-21.0586
2000-07-31,13.7280
2000-08-31,-8.6379
2000-09-29,1.9563
2000-10-31,-4.3478
2000-11-30,0.8095
2000-12-29,38.3244
2001-01-31,7.9545
2001-02-28,3.2702
2001-03-30,1.9996
2001-04-30,14.6341
2001-05-31,2.2456
2001-06-29,-10.3617
2001-07-31,16.8421
2001-08-31,-26.4118
2001-09-28,-10.1580
2001-10-31,-16.7010
2001-11-30,3.5623
2001-12-31,4.1587
2002-01-31,19.0476
2002-02-28,-2.0356
2002-03-29,0
2002-04-30,-12.0206
2002-05-31,-2.8850
2002-06-28,-17.7530
2002-07-31,-4.5479
2002-08-30,4.2945
2002-09-30,-22.5597
2002-10-31,7.6984
2002-11-29,-0.5158
2002-12-31,0.2054
2003-01-31,7.6642
2003-02-28,10.7595
2003-03-31,-2.6205
2003-04-30,18.5897
2003-05-30,10.5851
2003-06-30,4.2962
2003-07-31,3.1111
2003-08-29,7.4043
2003-09-30,0.7273
2003-10-31,1.6587
2003-11-28,5.6884
2003-12-31,4.5343
2004-01-30,-26.5981
2004-02-27,-7.7358
2004-03-31,-0.9351
2004-04-30,0.4980
2004-05-31,0
2004-06-30,-6.0821
2004-07-30,5.4731
2004-08-31,-2.0264
2004-09-30,11.2697
2004-10-29,-7.3783
2004-11-30,7.9916
2004-12-31,-7.3531
2005-01-31,-2.8395
2005-02-28,1.8220
2005-03-31,2.5402
2005-04-29,-0.4052
2005-05-31,-0.2458
2005-06-30,-1.1431
2005-07-29,1.9087
2005-08-31,-3.0190
2005-09-30,-1.8495
2005-10-31,-8.5408
2005-11-30,2.1801
2005-12-30,-9.8407
2006-01-31,-0.8085
2006-02-28,1.4493
2006-03-31,0.7044
2006-04-28,0.2001
2006-05-31,-9.1503
2006-06-30,3.2239
2006-07-31,9.1948
2006-08-31,2.9086
2006-09-29,2.7316
2006-10-31,6.1260
2006-11-30,7.9834
2006-12-29,1.8883
2007-01-31,17.0898
2007-02-28,1.6297
2007-03-30,3.6057
2007-04-30,-2.4804
2007-05-31,6.5490
2007-06-29,-10.9117
2007-07-31,-4.9341
2007-08-31,-2.3239
2007-09-28,0.2845
2007-10-31,6.1658
2007-11-30,-5.1100
2007-12-31,23.7838
2008-01-31,-14.3175
2008-02-29,-3.7662
2008-03-31,6.7621
2008-04-30,-7.6087
2008-05-30,0.5330
2008-06-30,-9.5941
2008-07-31,-11.5628
2008-08-29,3.5881
2008-09-30,-17.5573
2008-10-31,-11.1255
2008-11-28,8.9313
2008-12-31,3.4622
2009-01-30,-9.5714
2009-02-27,-3.4536
2009-03-31,13.7107
2009-04-30,-10.8011
2009-05-29,9.4627
2009-06-30,-4.2755
2009-07-31,9.9625
2009-08-31,4.2350
2009-09-30,7.6644
2009-10-30,3.4326
2009-11-30,8.2029
