,ROC_daily_20
2000-01-31,10.1935
2000-02-29,-2.9034
2000-03-31,1.2513
2000-04-28,7.7480
2000-05-31,13.4538
2000-06-30,0.3529
2000-07-31,-2.9308
2000-08-31,3.8386
2000-09-29,-1.7909
2000-10-31,6.1880
2000-11-30,6.3213
2000-12-29,4.8679
2001-01-31,2.5151
2001-02-28,-0.7403
2001-03-30,-2.7969
2001-04-30,6.0071
2001-05-31,3.5793
2001-06-29,5.8203
2001-07-31,11.1648
2001-08-31,-10.7504
2001-09-28,-4.2468
2001-10-31,-1.2998
2001-11-30,8.4690
2001-12-31,6.2500
2002-01-31,15.5741
2002-02-28,7.2201
2002-03-29,0
2002-04-30,16.7133
2002-05-31,3.9192
2002-06-28,1.5824
2002-07-31,0.1087
2002-08-30,2.8847
2002-09-30,-12.3650
2002-10-31,14.8308
2002-11-29,3.5107
2002-12-31,-1.6367
2003-01-31,1.0005
2003-02-28,0.6350
2003-03-31,7.4310
2003-04-30,14.2085
2003-05-30,9.0630
2003-06-30,1.2708
2003-07-31,4.6538
2003-08-29,7.3990
2003-09-30,6.0564
2003-10-31,9.8251
2003-11-28,5.5465
2003-12-31,3.7218
2004-01-30,3.3263
2004-02-27,-0.5864
2004-03-31,-3.1371
2004-04-30,-11.3064
2004-05-31,0
2004-06-30,-7.1111
2004-07-30,4.0841
2004-08-31,-0.4328
2004-09-30,3.1755
2004-10-29,1.5000
2004-11-30,8.3210
2004-12-31,-8.8614
2005-01-31,-4.4813
2005-02-28,6.4029
2005-03-31,-0.4630
2005-04-29,-8.9237
2005-05-31,2.4408
2005-06-30,6.4004
2005-07-29,3.6810
2005-08-31,5.1390
2005-09-30,-4.5710
2005-10-31,-0.9205
2005-11-30,0.4196
2005-12-30,1.2531
2006-01-31,2.4752
2006-02-28,4.3235
2006-03-31,0.0753
2006-04-28,1.3605
2006-05-31,1.7464
2006-06-30,-4.7857
2006-07-31,-2.6257
2006-08-31,1.5552
2006-09-29,1.4548
2006-10-31,4.4106
2006-11-30,-2.0664
2006-12-29,4.5968
2007-01-31,-0.2882
2007-02-28,-1.5493
2007-03-30,2.4719
2007-04-30,-2.0468
2007-05-31,-0.0758
2007-06-29,-7.3541
2007-07-31,-0.8921
2007-08-31,14.4752
2007-09-28,9.2330
2007-10-31,-0.0638
2007-11-30,2.7423
2007-12-31,-1.3141
2008-01-31,10.5263
2008-02-29,-2.5740
2008-03-31,11.4052
2008-04-30,2.5188
2008-05-30,-8.5495
2008-06-30,-6.7114
2008-07-31,10.0663
2008-08-29,1.2171
2008-09-30,-0.2703
2008-10-31,1.9512
2008-11-28,-8.4516
2008-12-31,4.9310
2009-01-30,-27.3183
2009-02-27,-12.5106
2009-03-31,15.2860
2009-04-30,6.4407
2009-05-29,3.3329
2009-06-30,3.3437
2009-07-31,7.1646
2009-08-31,-6.8413
2009-09-30,4.1172
2009-10-30,1.7028
2009-11-30,2.3140
2009-12-31,3.8578
2010-01-29,-3.8406
2010-02-26,4.0101
2010-03-31,7.1051
2010-04-30,-6.5263
2010-05-31,0
2010-06-30,-4.8913
2010-07-30,0.7299
2010-08-31,-6.1075
2010-09-30,6.2392
2010-10-29,-4.5119
2010-11-30,-0.3844
2010-12-31,8.2413
2011-01-31,-13.8148
2011-02-28,6.4694
2011-03-31,-4.5365
2011-04-29,-1.5496
2011-05-31,-3.5018
2011-06-30,-6.6135
2011-07-29,0.7326
2011-08-31,-18.8235
2011-09-30,-5.8236
2011-10-31,17.7024
2011-11-30,-0.0345
2011-12-30,11.4082
2012-01-31,7.6800
2012-02-29,2.9446
2012-03-30,7.2581
