,0
0,1.0522410255672028
0,1.0785819017000262
0,1.0630065232146808
0,1.0784572659740248
0,1.1164365608962612
0,1.1277312288821673
0,1.0000000957482789
0,1.000000025170204
0,1.0000000337077968
0,1.0000000346311553
0,1.0000000239795925
0,1.0000000212137892
0,1.0000000534086662
0,1.000000042335798
0,1.000000024201344
0,1.0000000452227364
0,1.000000097537702
0,1.0000003978979795
0,0.9999999813437145
0,1.0000004163454068
0,1.076923564139888
0,1.000000193729792
0,1.0000001111960615
0,1.0000001125501683
0,1.000000009562495
0,1.0000000703023322
0,1.0000000404494152
0,1.0000000372023705
0,1.0000000262249822
0,1.0000000231424706
0,1.0000000238930675
0,0.9999999912460158
0,1.0000000275914323
0,1.0000000524493646
0,1.0000000762824623
0,1.0000000384178063
0,1.0000000504168134
0,0.9999999552289263
0,1.000000074630574
0,1.0000001810009473
0,1.0000319424754356
0,1.000000611401066
0,1.0447079141295692
0,1.146724129652061
0,1.0760310670326085
0,1.0934634586509582
0,1.0594472235827994
0,1.0485626678573634
0,1.0832909337098395
0,1.0269591313196476
0,1.0000744515222064
0,1.0966113823621662
0,1.071761492645644
0,1.1004894544627588
0,1.076337010067648
0,1.0771522023770144
0,1.0924670577540858
0,1.0462497795241958
0,1.0556653965036935
0,1.0548127246087495
0,1.0627698640102892
0,1.0911262445936358
0,1.0590852407337927
0,1.0395325992587312
0,1.0573508233073454
0,1.1003984064782446
0,1.0468559487133031
0,1.1177558956264497
0,1.0537753337109403
0,1.0653738963158088
0,1.0517234158934465
0,1.0452326526983873
0,1.0566329637168257
0,1.0162843212464374
0,1.0343357672622184
0,0.9810294927390053
0,1.0372509930736298
0,1.0410583000793294
0,1.0404049111316276
0,1.1018010590274128
0,1.0749199610351057
0,1.059188726959879
0,1.0349851511966672
0,1.0754694077939673
0,1.089651961400587
0,1.1003903633363432
0,1.0532239610826795
0,1.0774334935274223
0,0.9238812003992781
0,1.0157357239698175
0,1.0213535475676918
0,1.0628909879555444
0,1.085308185065798
0,1.0350880054171863
0,1.0257305794840077
0,1.0459266674508378
0,1.0266918318879363
0,1.0201119982427391
0,1.0883325637019443
