,ROC_daily_200
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,12.0056
2000-09-29,-0.3360
2000-10-31,-48.1968
2000-11-30,-75.8099
2000-12-29,-70.7706
2001-01-31,-44.5489
2001-02-28,-66.6974
2001-03-30,-78.5114
2001-04-30,-84.3626
2001-05-31,-81.9180
2001-06-29,-92.9507
2001-07-31,-91.8550
2001-08-31,-88.9275
2001-09-28,-87.8300
2001-10-31,-92.2922
2001-11-30,-83.6171
2001-12-31,-74.5288
2002-01-31,-77.6952
2002-02-28,-80.8861
2002-03-29,0
2002-04-30,-11.6883
2002-05-31,4.8951
2002-06-28,-6.0510
2002-07-31,140.1361
2002-08-30,-5.6466
2002-09-30,-42.9619
2002-10-31,17.7970
2002-11-29,148.9796
2002-12-31,34.2466
2003-01-31,13.4831
2003-02-28,11.2613
2003-03-31,29.0000
2003-04-30,4.5872
2003-05-30,23.0088
2003-06-30,48.8889
2003-07-31,-2.1459
2003-08-29,-0.5988
2003-09-30,9.2742
2003-10-31,2.8626
2003-11-28,9.6000
2003-12-31,15.1515
2004-01-30,-1.3158
2004-02-27,-29.9674
2004-03-31,-39.3939
2004-04-30,-47.7231
2004-05-31,0
2004-06-30,-27.7778
2004-07-30,-42.8302
2004-08-31,-53.4636
2004-09-30,-52.5641
2004-10-29,-50.2591
2004-11-30,-28.1250
2004-12-31,-15.4613
2005-01-31,-29.0155
2005-02-28,-22.5914
2005-03-31,-42.4581
2005-04-29,-40.6557
2005-05-31,-18.1102
2005-06-30,-28.0142
2005-07-29,-35.7367
2005-08-31,-38.4375
2005-09-30,-32.1637
2005-10-31,3.9711
2005-11-30,65.0485
2005-12-30,27.5556
2006-01-31,82.9268
2006-02-28,107.3171
2006-03-31,119.4915
2006-04-28,138.9381
2006-05-31,153.5714
2006-06-30,116.5854
2006-07-31,87.5598
2006-08-31,19.7297
2006-09-29,71.6561
2006-10-31,58.8589
2006-11-30,59.8802
2006-12-29,65.6805
2007-01-31,28.3644
2007-02-28,26.3462
2007-03-30,48.7805
2007-04-30,33.3333
2007-05-31,55.7668
2007-06-29,28.8546
2007-07-31,2.3483
2007-08-31,-4.2125
2007-09-28,-21.8487
2007-10-31,-51.4423
2007-11-30,-47.2527
2007-12-31,-50.8091
2008-01-31,-42.8571
2008-02-29,-58.2397
2008-03-31,-60.6679
2008-04-30,-51.7857
2008-05-30,-32.3471
2008-06-30,-35.5895
2008-07-31,-22.0183
2008-08-29,12.4590
2008-09-30,-18.1818
2008-10-31,-65.6863
2008-11-28,-64.5170
2008-12-31,-64.2857
2009-01-30,-53.0516
2009-02-27,-74.4409
2009-03-31,-75.8530
2009-04-30,-59.5668
2009-05-29,-68.4366
2009-06-30,-56.1047
2009-07-31,-21.1538
2009-08-31,53.8462
2009-09-30,85.3333
2009-10-30,3.5088
2009-11-30,38.8889
2009-12-31,128.3923
2010-01-29,36.2745
2010-02-26,38.2609
2010-03-31,8.7248
2010-04-30,1.9868
2010-05-31,0
2010-06-30,-21.5827
2010-07-30,-19.8582
2010-08-31,-17.6000
2010-09-30,-35.3586
2010-10-29,-33.2621
2010-11-30,-23.8636
2010-12-31,-44.0000
2011-01-31,-26.3473
2011-02-28,6.8702
2011-03-31,13.9535
2011-04-29,41.8182
2011-05-31,104.4643
2011-06-30,135.7488
2011-07-29,145.6338
2011-08-31,57.5492
2011-09-30,58.5106
