,ROC_daily_200
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,114.1026
2000-09-29,96.4969
2000-10-31,12.5236
2000-11-30,-46.7425
2000-12-29,-75.8065
2001-01-31,-61.9762
2001-02-28,-67.9270
2001-03-30,-69.8966
2001-04-30,-60.7883
2001-05-31,-62.1041
2001-06-29,-65.1636
2001-07-31,-57.9285
2001-08-31,-63.7376
2001-09-28,-77.7276
2001-10-31,-66.6565
2001-11-30,-43.6681
2001-12-31,-30.1987
2002-01-31,-28.4919
2002-02-28,-48.6562
2002-03-29,0
2002-04-30,-31.9184
2002-05-31,-39.0870
2002-06-28,-30.6100
2002-07-31,8.2707
2002-08-30,31.0428
2002-09-30,-28.0066
2002-10-31,40.5117
2002-11-29,84.7537
2002-12-31,-1.6949
2003-01-31,-33.8682
2003-02-28,-0.7733
2003-03-31,49.6441
2003-04-30,60.0927
2003-05-30,191.4194
2003-06-30,148.2864
2003-07-31,297.2670
2003-08-29,206.3862
2003-09-30,172.7740
2003-10-31,344.1451
2003-11-28,424.1245
2003-12-31,204.6292
2004-01-30,206.7797
2004-02-27,81.8312
2004-03-31,54.4662
2004-04-30,-4.9281
2004-05-31,0
2004-06-30,-31.8032
2004-07-30,-34.1011
2004-08-31,-45.0524
2004-09-30,-6.4868
2004-10-29,-36.0307
2004-11-30,-11.1723
2004-12-31,-7.3125
2005-01-31,-11.5013
2005-02-28,13.6575
2005-03-31,34.4294
2005-04-29,-1.6189
2005-05-31,20.2315
2005-06-30,-6.9777
2005-07-29,19.9291
2005-08-31,70.7564
2005-09-30,106.0658
2005-10-31,136.3709
2005-11-30,93.1165
2005-12-30,126.6234
2006-01-31,157.4924
2006-02-28,145.3843
2006-03-31,133.3469
2006-04-28,142.6074
2006-05-31,53.9956
2006-06-30,17.8728
2006-07-31,-2.9130
2006-08-31,-4.0424
2006-09-29,4.1027
2006-10-31,-32.7650
2006-11-30,-25.2399
2006-12-29,-21.6211
2007-01-31,-35.0889
2007-02-28,-40.9246
2007-03-30,-12.2596
2007-04-30,-1.1601
2007-05-31,-4.9956
2007-06-29,-15.8239
2007-07-31,-6.3231
2007-08-31,23.9169
2007-09-28,27.5168
2007-10-31,2.1629
2007-11-30,-9.0158
2007-12-31,-18.2401
2008-01-31,-39.6633
2008-02-29,-46.7917
2008-03-31,-48.9135
2008-04-30,-50.0000
2008-05-30,-48.8435
2008-06-30,-62.5925
2008-07-31,-70.8195
2008-08-29,-63.0746
2008-09-30,-47.7831
2008-10-31,-67.5902
2008-11-28,-69.3016
2008-12-31,-57.5033
2009-01-30,-57.1910
2009-02-27,-70.8728
2009-03-31,-47.3356
2009-04-30,-5.1870
2009-05-29,-9.4274
2009-06-30,-6.3098
2009-07-31,5.3191
2009-08-31,129.8701
2009-09-30,118.7500
2009-10-30,81.0787
2009-11-30,83.9552
2009-12-31,165.2333
2010-01-29,87.6015
2010-02-26,131.1657
2010-03-31,129.7943
2010-04-30,145.9259
2010-05-31,0
2010-06-30,106.4279
2010-07-30,106.3267
2010-08-31,54.7408
2010-09-30,55.5603
2010-10-29,27.2574
2010-11-30,63.1309
2010-12-31,50.8623
2011-01-31,20.2173
2011-02-28,15.8337
2011-03-31,-6.6815
2011-04-29,12.1901
2011-05-31,14.3958
2011-06-30,4.4551
2011-07-29,6.4847
2011-08-31,-6.4335
2011-09-30,-16.2412
2011-10-31,-3.9795
