,MOM_daily_60
2000-01-31,0
2000-02-29,0
2000-03-31,0
2000-04-28,0
2000-05-31,0
2000-06-30,0
2000-07-31,0
2000-08-31,0
2000-09-29,0
2000-10-31,0
2000-11-30,0
2000-12-29,0
2001-01-31,0
2001-02-28,0
2001-03-30,0
2001-04-30,0
2001-05-31,0
2001-06-29,0
2001-07-31,0
2001-08-31,0
2001-09-28,0
2001-10-31,0
2001-11-30,0
2001-12-31,0
2002-01-31,0
2002-02-28,0
2002-03-29,0
2002-04-30,0
2002-05-31,0
2002-06-28,0
2002-07-31,0
2002-08-30,0
2002-09-30,-4.7530
2002-10-31,-3.8276
2002-11-29,0.5889
2002-12-31,0.3786
2003-01-31,1.3460
2003-02-28,-2.0190
2003-03-31,-2.7761
2003-04-30,-2.3555
2003-05-30,-1.3466
2003-06-30,1.3046
2003-07-31,1.8507
2003-08-29,0.7992
2003-09-30,0.0421
2003-10-31,1.8087
2003-11-28,1.1357
2003-12-31,1.1441
2004-01-30,0.0841
2004-02-27,0.0168
2004-03-31,-0.1262
2004-04-30,-1.2619
2004-05-31,0
2004-06-30,-1.9012
2004-07-30,-1.2198
2004-08-31,-0.9506
2004-09-30,0.4879
2004-10-29,0.4206
2004-11-30,0.7150
2004-12-31,1.9517
2005-01-31,1.4553
2005-02-28,2.9780
2005-03-31,0.4627
2005-04-29,5.5437
2005-05-31,5.4344
2005-06-30,6.7972
2005-07-29,6.3093
2005-08-31,4.2903
2005-09-30,4.7193
2005-10-31,7.2178
2005-11-30,11.3651
2005-12-30,6.9570
2006-01-31,6.8561
2006-02-28,1.1609
2006-03-31,2.6078
2006-04-28,-2.0694
2006-05-31,-8.0086
2006-06-30,-8.5722
2006-07-31,-6.6121
2006-08-31,1.0095
2006-09-29,0.9254
2006-10-31,7.3440
2006-11-30,10.1874
2006-12-29,0.0336
2007-01-31,-1.1020
2007-02-28,-7.9581
2007-03-30,-1.3460
2007-04-30,-1.0684
2007-05-31,3.8949
2007-06-29,0.0925
2007-07-31,-1.6909
2007-08-31,0.0421
2007-09-28,6.1578
2007-10-31,12.8709
2007-11-30,8.8161
2007-12-31,8.7657
2008-01-31,-0.4543
2008-02-29,-1.6825
2008-03-31,-8.0506
2008-04-30,-7.7562
2008-05-30,-4.4838
2008-06-30,-12.0381
2008-07-31,-9.6742
2008-08-29,-0.3870
2008-09-30,5.1904
2008-10-31,0.8917
2008-11-28,-8.5469
2008-12-31,-4.0043
2009-01-30,-8.0338
2009-02-27,1.7666
2009-03-31,-5.5101
2009-04-30,-1.8507
2009-05-29,0.9758
2009-06-30,0.0000
2009-07-31,-0.4038
2009-08-31,-0.0421
2009-09-30,1.7834
2009-10-30,-3.3145
2009-11-30,-2.0274
2009-12-31,-0.4206
2010-01-29,-0.0336
2010-02-26,-0.0421
2010-03-31,0.7403
2010-04-30,1.6320
2010-05-31,0
2010-06-30,-3.2892
2010-07-30,-1.1693
2010-08-31,-0.2608
2010-09-30,1.3796
2010-10-29,0.6730
2010-11-30,1.9180
2010-12-31,3.2219
2011-01-31,2.4985
2011-02-28,5.0811
2011-03-31,1.6152
2011-04-29,0.5132
2011-05-31,-2.1031
2011-06-30,-2.2713
2011-07-29,-2.1199
2011-08-31,-0.0841
2011-09-30,-2.2209
2011-10-31,1.9012
2011-11-30,3.8360
2011-12-30,0.5384
2012-01-31,0.0589
2012-02-29,0.2019
2012-03-30,1.0768
2012-04-30,-0.0757
2012-05-31,-3.0200
